"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.64598,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.96797,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.2457,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.4867,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.6832,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.8342,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-06",100.956,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.0734,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.204,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.3569,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.5235,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.6866,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-12",101.8349,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-01",101.9549,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.0226,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-03",102.0048,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.8736,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.6315,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.3116,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.9586,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.6113,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.314,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.0847,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.92288,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.82191,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.75674,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.70479,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.64419,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.56706,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.47732,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.39548,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.33351,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.28481,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.24362,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.20651,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.17728,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.1647,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.16865,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.18797,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.2211,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.27618,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.35731,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.46584,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.60753,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.78383,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-09",99.97609,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.17,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.3398,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.4718,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.5674,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.6297,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.6612,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.6631,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.645,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.613,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.5725,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.5365,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.516,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.5121,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.5172,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.5243,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.5331,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.5504,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.5781,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.6084,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.6308,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.6375,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.622,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.5864,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.5349,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.4713,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.3954,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.3,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.1958,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.1019,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.0389,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.0087,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.0022,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.011,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.0252,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-08",100.0514,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.1079,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.1897,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.2877,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.399,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.5121,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.6176,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.7088,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.7817,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.8369,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.8865,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.9349,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.9864,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-09",101.0466,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.1078,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.1605,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.1968,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-01",101.2121,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-02",101.203,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.1712,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-04",101.1226,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-05",101.0612,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.9822,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.889,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.7838,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.6684,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.5474,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.4316,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.326,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.2361,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.1693,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.1142,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.0626,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.0086,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.95522,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.91,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.86971,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.83356,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.80524,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.78313,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.76194,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.73037,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.67638,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2020-03",99.00103,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2020-04",94.6496,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2020-05",95.46676,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-02",98.13596,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-03",98.30315,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-04",98.51679,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-05",98.77338,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-06",99.05226,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-07",99.34625,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-08",99.63316,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-09",99.9268,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-10",100.1705,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-11",100.3635,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1967-12",100.5136,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-01",100.6254,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-02",100.7053,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-03",100.8036,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-04",101.0068,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-05",101.2476,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-06",101.4749,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-07",101.6469,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-08",101.756,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-09",101.8332,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-10",101.9071,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-11",101.9669,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1968-12",102.0309,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-01",102.0903,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-02",102.0628,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-03",101.9391,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-04",101.7216,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-05",101.3832,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-06",100.9979,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-07",100.6653,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-08",100.3799,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-09",100.173,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-10",100.113,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-11",100.071,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1969-12",99.98453,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-01",99.80312,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-02",99.58149,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-03",99.35037,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-04",99.08156,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-05",98.79391,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-06",98.4786,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-07",98.26809,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-08",98.23944,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-09",98.37276,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-10",98.60802,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-11",98.94975,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1970-12",99.3299,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-01",99.69887,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-02",100.0381,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-03",100.2763,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-04",100.3717,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-05",100.3426,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-06",100.1889,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-07",99.90653,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-08",99.60143,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-09",99.39866,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-10",99.37925,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-11",99.60796,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1971-12",100.1287,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-01",100.8324,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-02",101.6156,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-03",102.3853,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-04",102.986,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-05",103.3809,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-06",103.6815,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-07",103.9122,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-08",104.0206,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-09",103.9709,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-10",103.6967,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-11",103.2131,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1972-12",102.6563,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-01",102.094,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-02",101.5053,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-03",100.9216,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-04",100.4225,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-05",100.0749,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-06",99.90927,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-07",99.82032,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-08",99.73145,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-09",99.594,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-10",99.42612,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-11",99.23623,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1973-12",99.00083,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-01",98.73399,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-02",98.49453,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-03",98.26167,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-04",98.0488,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-05",97.82771,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-06",97.64307,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-07",97.54446,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-08",97.48591,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-09",97.42192,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-10",97.34799,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-11",97.25838,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1974-12",97.20826,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-01",97.26942,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-02",97.46008,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-03",97.77174,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-04",98.22392,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-05",98.80041,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-06",99.38811,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-07",99.93517,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-08",100.3741,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-09",100.6942,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-10",100.9627,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-11",101.2162,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1975-12",101.4484,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-01",101.6667,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-02",101.8373,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-03",101.9476,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-04",101.982,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-05",101.8988,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-06",101.7641,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-07",101.5882,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-08",101.3799,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-09",101.166,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-10",100.9593,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-11",100.7068,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1976-12",100.483,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-01",100.2588,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-02",100.1082,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-03",100.0977,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-04",100.1568,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-05",100.3034,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-06",100.4929,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-07",100.6523,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-08",100.7718,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-09",100.8279,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-10",100.7731,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-11",100.6971,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1977-12",100.6129,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-01",100.496,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-02",100.355,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-03",100.2031,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-04",100.0665,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-05",99.94324,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-06",99.78065,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-07",99.59207,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-08",99.42181,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-09",99.33237,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-10",99.35272,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-11",99.52922,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1978-12",99.87391,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-01",100.2641,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-02",100.5952,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-03",100.826,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-04",100.9288,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-05",100.9302,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-06",100.8602,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-07",100.7708,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-08",100.7318,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-09",100.7217,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-10",100.7269,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-11",100.727,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1979-12",100.6655,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-01",100.5489,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-02",100.3685,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-03",100.0969,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-04",99.8178,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-05",99.58684,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-06",99.4365,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-07",99.42853,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-08",99.51457,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-09",99.61841,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-10",99.73485,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-11",99.83978,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1980-12",99.93069,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-01",100.035,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-02",100.1052,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-03",100.1138,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-04",100.0496,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.93453,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.80485,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.65727,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-08",99.4785,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-09",99.28189,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-10",99.09903,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.95573,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.84387,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.73422,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.59773,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.48331,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.42358,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-05",98.38288,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-06",98.33922,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-07",98.29217,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-08",98.24564,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-09",98.22809,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-10",98.25874,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-11",98.34389,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1982-12",98.4863,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-01",98.63104,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-02",98.83489,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-03",99.14073,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-04",99.50445,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-05",99.86971,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-06",100.1613,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-07",100.3345,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-08",100.4297,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-09",100.5167,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-10",100.5733,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-11",100.622,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1983-12",100.6952,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-01",100.7468,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-02",100.7764,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-03",100.7353,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-04",100.62,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-05",100.4639,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-06",100.3436,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-07",100.278,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-08",100.2902,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-09",100.3379,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-10",100.3967,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-11",100.4428,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1984-12",100.4418,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-01",100.4601,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-02",100.5134,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-03",100.5677,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-04",100.6191,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-05",100.663,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-06",100.7002,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-07",100.7509,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-08",100.8455,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-09",100.9792,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-10",101.1475,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-11",101.313,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1985-12",101.4137,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1986-01",101.2524,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1986-02",101.0227,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1986-03",100.7253,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1986-04",100.4169,
"CHE","CLI","AMPLITUD","LTRENDIDX","M","1986-05",100.1149,
